3.355	9.419	-0.938510	-0.467196	-0.785643	0.637089	0.904405	0.088315	1.054626	-1.386435	0.075888	1.347953	0.976856	1.436294	-0.590046	0.917190	-0.426776	0.595153	1.310877	-0.794068	-1.855764	1.847565	0.488127	-0.107080	-0.162007	-2.096192	0.208731	-0.530565	0.052475	0.030293	-3.377759	0.489965	0.188969	0.323270	-0.183420	0.048923	0.172808	0.274263	0.475586	0.282763	1.849729	-0.726015	-0.374955	1.692956	-0.154603	0.931638	0.135505	-0.227812	0.986248	0.518423	-1.534010	0.173493	-0.995062	1.271153	1.753590	1.873972	0.357514	-0.461568	0.321758	-0.939725	2.345499	1.194357	0.304526	0.997049	-0.491724	-1.107958	-2.213253	0.083057	-0.208154	0.519289	0.013073	0.473885	0.811083	-1.460181	0.868900	-0.406580	0.517579	1.022227	1.029094	0.129153	0.178476	0.891912	-1.501176	-0.951579	-0.279257	-1.332794	-0.271717	-0.326349	0.087107	-0.056883	1.069349	0.573005	-0.071031	-0.333262	-0.047558	-0.029861	2.518756	-1.457527	-0.926275	-1.072926	0.269272	0.229673	-0.573072	0.896118	0.369657	0.938100	1.203454	-2.131045	0.685617	-1.290060	0.249413	-0.072896	-0.030214	-1.204621	1.030487	-1.290495	0.750534	-1.431890	-0.017856	1.804391	2.361631	-1.618719	-0.704538	-0.522661	2.255054	-0.068327	1.074664	0.299707	-1.199213	-1.859802	-0.613092	2.316873	0.257613	1.054374	-1.418243	-0.325222	0.778844	-1.091167	-0.063967	-0.879766	0.826434	0.398517	0.683385	0.871075	-0.227675	1.003232
4.720	4.176	-1.970953	-0.746356	2.315803	0.610988	0.611347	-0.823896	-1.094210	-0.264360	-0.067128	1.914467	1.018939	0.108928	0.065713	0.758141	-1.318796	-1.921350	0.743388	0.072013	-1.312116	-2.094881	0.893867	-0.521555	0.400261	-0.263760	-0.034239	-0.592251	-0.076510	0.577073	-0.275729	-0.332824	0.607538	0.674180	-1.137490	-0.028909	-0.523763	0.013718	1.433967	0.358967	2.164245	0.219595	-0.166459	-0.019682	0.142630	0.322851	-0.991967	-0.233160	-0.724396	1.029622	-1.925669	0.156903	-1.518170	0.432238	-0.398905	-1.816795	0.942231	-2.516387	-0.031419	0.691191	1.376732	-1.610157	-0.516024	1.083653	1.151241	1.280744	2.561581	-0.508693	0.372382	-0.345865	-1.975114	-0.090003	-1.994364	-0.520829	-1.468158	0.438857	-0.778526	-1.785208	0.865659	-0.603752	-0.432102	-0.977757	1.149076	0.270519	-0.613088	-1.914036	2.510634	1.979367	1.443102	-0.703172	-0.500947	0.400665	-0.893854	-0.989399	1.458559	-0.055140	-1.119869	0.952667	-0.573898	-1.979355	-1.134812	-0.516493	0.219959	0.171738	1.227770	-0.237033	-0.465653	1.245047	0.978700	-0.213458	0.292030	-0.475322	-1.162162	2.197236	-0.541888	0.294993	-1.515347	0.736452	-1.205858	1.677959	1.797410	0.565639	0.114882	-0.187415	-0.047544	0.409235	0.089745	0.981705	-0.918298	1.528082	-0.422659	-0.745879	0.362611	0.426552	-1.736670	-0.481110	-2.172050	-0.675707	-0.632643	0.297461	-0.787796	-0.551048	1.303888	2.064192	-0.920904	1.019257
1.471	2.422	-0.791170	-3.027833	0.323566	-1.076791	0.133927	2.570952	1.593138	-0.767006	-1.008782	1.292982	-1.004801	0.991123	2.735866	0.675418	1.184014	1.068030	-0.557098	0.290191	-0.956436	1.289928	-1.085127	0.700988	1.131718	-0.491642	-0.720996	-0.169693	-0.892432	0.156398	-0.916970	-0.844556	0.546903	0.617558	-0.293514	-1.646424	1.170861	-0.448401	2.062315	-0.132397	0.135777	-0.431751	0.243409	3.476567	-0.348969	1.276329	0.090634	1.173793	-1.931887	1.944888	0.341025	-0.267755	0.903310	0.143910	-1.147876	-2.423280	1.826059	-0.222850	-0.612929	-0.535217	1.464470	-0.490111	0.644366	-0.334630	-1.254809	0.901285	1.103005	-0.679319	-0.037757	0.097009	0.445125	1.971291	-0.323870	-0.330044	-0.175315	-0.942215	-1.722162	0.133763	0.527277	0.002452	-0.062706	-0.898730	0.252402	0.169859	0.474892	0.323676	0.393816	1.318781	0.572197	0.480610	-1.742511	1.053497	-0.297855	0.079211	-1.272902	2.089874	-2.474216	1.488112	0.425161	-1.905294	2.036397	0.513765	-2.358316	-0.422457	0.534515	1.713238	-0.409248	-2.646911	1.459021	0.498202	-2.232554	0.342696	0.448566	-0.324716	-0.827283	-0.609731	-0.325354	0.354720	0.788360	-2.147831	0.255972	0.487946	0.169141	-0.404856	1.419810	1.344403	-0.366213	-0.083078	0.771840	1.282628	-0.815524	-1.046199	0.274162	-1.123579	-1.944997	-0.820376	0.417164	1.553610	-0.708765	-0.124266	0.155545	-0.648599	-0.727164	0.334985	-1.197432	-0.767414
0.171	7.870	-1.515247	-0.130817	-1.290856	-0.684201	0.788627	-0.073846	1.669070	-0.072198	0.968013	0.794775	-0.013220	-1.315653	-0.105126	-0.532771	-0.571419	0.155821	-1.449571	-0.873844	-1.012065	-0.254225	-0.768161	-0.702429	0.135463	-0.445685	0.004806	-1.115698	-0.828422	2.040828	-0.697405	-2.106428	0.342128	-0.707969	0.243847	-0.089535	0.549876	-0.099623	-0.226552	1.147920	-2.218142	-1.325488	-0.825095	-1.692844	-0.479387	-0.578080	0.974700	-0.088272	-0.213011	-0.379839	-1.051996	0.890794	1.210077	-1.212166	1.620056	-0.670983	-0.752517	0.472794	0.562044	-0.071264	-0.346285	1.172353	-0.623299	-0.068769	1.693787	-1.337083	-0.458650	1.025135	0.528000	0.894018	-1.322884	0.321115	-0.285207	2.272417	0.809378	-0.022319	0.285898	0.054288	0.699015	-0.856301	1.365217	-1.324727	0.205044	-0.824280	0.042827	0.988019	-1.712345	-0.169478	-1.439757	-0.279382	-1.442393	0.161786	-0.426170	0.747123	1.228558	0.010648	0.893655	1.382459	-0.922103	1.434986	-0.036939	-0.978377	0.298462	-0.072095	-1.407012	-1.101049	1.637314	0.278575	1.481794	-0.416573	-0.801629	-1.683315	0.967977	0.410632	-0.407545	-0.792660	1.126870	-0.177281	-0.166530	-0.600771	-0.407459	0.550123	-1.416440	0.080737	0.955585	-0.084759	1.054226	1.340599	0.903582	-0.537256	-0.035438	0.345770	-0.469750	-0.503106	-0.563313	2.543561	-0.271091	1.068676	-0.869402	1.701775	-0.378567	0.052977	-1.832723	1.116601	1.333220	-1.187272
9.808	6.061	0.632067	-0.287970	1.336254	0.249191	0.931468	1.237757	-0.291032	-0.028903	-1.111182	-0.300024	1.927073	0.755782	-1.044600	1.631443	0.389003	0.830424	0.490529	0.419758	-1.997714	1.106959	-2.254335	1.015988	0.099567	0.835464	0.158401	1.043752	0.016148	0.280927	0.404760	1.878642	0.600275	-1.316853	-0.563980	0.598004	1.259746	-0.722176	2.239878	0.175604	0.420567	-1.254073	1.115477	-0.445784	-0.745883	-0.317193	1.382778	0.465743	-0.889085	-0.530379	1.409567	-0.236381	0.560413	0.805149	-3.418788	1.264391	-0.852351	-0.360588	1.539319	1.446925	0.492780	0.728439	0.977962	1.430108	1.557419	0.107702	-0.737335	-0.255153	0.127200	-0.053067	-1.012222	0.436794	-1.567788	0.085387	0.149500	0.115241	0.851215	0.718606	2.222678	-0.517712	0.279333	0.215237	0.168186	-1.264854	-1.183476	0.006466	-1.575894	-0.334205	-0.647540	-0.297977	1.132327	-1.078336	0.869799	-0.571288	-0.446753	0.465546	-0.274149	-0.892468	-0.370277	-1.776634	0.381185	-3.101850	0.888020	0.615262	1.601435	2.182077	0.935771	-0.627405	2.172622	-1.193933	-1.902704	1.852464	0.601558	-1.875818	-1.355359	0.551285	-0.869965	-0.726149	1.966422	2.148194	0.146762	-0.150493	0.902455	-0.561607	-2.230525	-2.761530	-0.073598	0.881879	0.016000	0.809961	0.909834	1.386041	0.186265	0.275875	-0.036800	-0.258403	-1.572030	1.171984	-0.383760	-0.441048	-0.541618	-1.340388	-0.085543	0.516425	-0.705288	1.037601
7.837	2.487	1.373698	0.198463	0.863283	0.886860	-0.946110	-0.521914	1.034286	1.835218	0.063286	-0.627190	1.682336	-0.626627	0.328971	-0.427783	0.269073	-0.945452	-0.374661	-0.627297	0.662238	0.163214	0.880201	-0.825760	-0.208451	0.625032	0.858700	-1.445784	0.317796	-0.813250	0.909301	1.860505	-2.611918	-0.655948	0.263771	-0.003844	0.939651	0.079064	-0.529741	-1.020331	-1.188534	-0.742750	-0.565098	0.383752	-0.156727	-0.650894	-1.009316	-0.702628	-0.564033	-0.748126	0.673113	1.368044	-1.176063	1.119254	0.693237	0.179869	1.526664	-0.170268	0.401897	0.123724	0.049352	0.458999	0.046422	0.466118	-0.669820	-0.638580	-0.674359	-0.364798	1.013285	-0.462205	0.652461	0.265446	-0.441422	1.309183	0.736111	0.001782	-0.081139	0.093727	-1.529538	-0.824961	0.462516	-1.582925	-0.747625	-0.392544	2.903655	0.673737	1.097342	-0.805147	0.362056	-1.760175	-0.330615	0.505366	-1.417578	0.393137	0.476071	-0.602503	-0.834805	-0.715242	-0.346949	-0.316774	0.509609	-0.534403	1.602126	1.594874	0.236201	-0.344634	-0.533281	0.316759	0.491715	-0.201004	-0.393130	0.352743	0.069041	-0.572122	0.113040	-0.605269	-0.751659	-0.004977	-0.574669	-0.732999	1.045714	-0.392205	1.843362	0.626639	-0.820703	1.159760	-0.716619	1.973348	0.226193	0.542567	0.030953	0.265883	-0.229110	-0.925808	0.339675	1.024799	-1.190642	1.540474	0.601137	-0.436908	-0.454778	1.864162	0.938725	1.140051	-0.251062	0.555516
4.286	1.562	0.109257	1.110051	1.599592	-0.251497	-1.313056	1.643593	1.656158	0.400387	1.792631	0.327615	-0.909059	-1.312130	-1.321688	0.004557	-0.466246	-0.578856	-0.106907	0.857971	-0.547008	-0.715393	-0.481011	0.920925	-0.070018	0.279908	1.553024	2.843273	0.640387	0.541357	-1.184527	0.368516	0.061995	0.892248	-0.391847	0.200717	0.605232	1.898543	1.563772	1.266072	0.727119	-0.431327	0.726539	-0.772268	-0.206219	1.778369	0.537982	0.227013	0.355711	-0.093828	-2.155818	-1.264387	0.617238	-0.920545	-0.107586	-1.227443	-0.718648	-0.004262	0.923861	1.124327	-0.734637	0.306703	-1.425429	0.056411	0.953318	-0.067047	1.315687	0.836919	0.241325	-0.249705	-0.534330	-1.457967	-1.295157	0.994935	1.513691	-1.081037	0.068187	-1.574473	-0.976784	0.259829	-0.518697	-1.916194	1.718865	-0.049147	-1.104406	0.128034	-0.080867	0.421826	-0.339855	0.314258	0.943636	-1.318184	-0.693254	0.839262	-0.551385	-0.081672	-0.470392	-0.408025	-0.492935	-1.258688	0.459197	1.062303	-0.176491	0.949463	-0.491083	-0.550116	0.410697	0.427375	-0.112759	0.676588	-1.286977	-0.303972	0.964818	0.962126	0.836026	1.020739	-0.372541	-1.705198	-0.258786	0.635996	0.799437	-0.526271	-0.968016	-0.868509	-0.543669	-1.897140	-0.527146	0.047877	-0.097884	-0.330271	-0.689260	-0.572807	-0.555125	0.705480	-0.000929	3.166841	-0.332337	0.437873	-0.310034	-0.334335	1.562372	0.997548	-1.754690	-1.022526	-0.136242	-0.517113
7.129	5.100	-1.878125	0.126753	0.729977	0.872736	-0.144314	1.510816	0.331626	0.845825	-0.736264	1.521635	-0.002958	1.576771	1.358153	0.257638	0.405687	-0.179936	-0.819183	0.595198	0.544042	-1.618673	-0.082779	0.868014	1.465737	0.725317	-1.517267	-1.054444	-0.345997	1.398812	-0.607076	1.058600	-0.623133	0.532618	-0.940028	-0.193813	-1.131612	1.443100	-0.694852	-1.547146	-1.626317	-0.085433	-0.458068	0.648724	-0.235116	1.165966	-0.385416	1.026482	-0.952557	-1.503333	-0.823338	-1.128743	-1.240631	0.413652	-0.264317	0.141775	0.527549	-1.685697	0.569930	-1.205205	-0.576820	-1.892126	0.654580	-1.689063	-1.200109	-1.127581	-0.128760	-0.159269	0.811898	-0.104569	0.965770	0.379324	-0.945479	-0.667194	1.510583	1.227431	0.824079	0.955489	0.465126	0.335107	0.049715	1.698849	-0.464658	0.240300	-1.708270	-1.430717	1.815162	0.616780	-0.212699	0.078325	-1.358122	-0.428120	-1.458137	-0.295305	0.680321	0.453301	1.589119	0.294733	-2.478482	1.950667	-0.840693	0.162103	0.101828	0.240899	0.048059	0.065676	-1.321637	2.586983	0.651436	0.051881	1.841867	-1.071925	0.868390	-0.555166	0.402333	0.424453	-2.336482	-1.431664	1.586439	-0.252165	2.001580	1.310125	-0.220275	-0.308514	1.648416	2.103020	-0.286602	1.538165	1.030019	1.202547	0.101146	-0.672418	-1.054375	-1.304266	1.910889	0.010945	-1.144776	1.002427	-0.478872	-0.650976	2.068010	-1.330703	0.235047	-0.590920	-0.750504	-1.463855
0.346	8.780	-0.873901	0.591378	-0.047007	-0.312625	-0.868544	1.430706	0.735680	-0.681343	-1.359205	-1.887989	1.137353	0.909173	1.046570	-0.120288	0.806012	1.027194	-0.069795	-0.358148	-0.976284	0.426149	0.559214	-0.406535	-0.288742	-0.217295	0.791241	-1.374326	-1.105253	-1.085745	-0.148532	0.315277	-1.068876	0.909006	1.462649	0.413798	1.122790	-0.915172	-0.891360	0.514624	-0.038403	-0.893220	1.425048	0.298790	0.702175	-0.674251	1.679908	-0.155929	1.019057	-0.582828	0.168648	0.557836	1.995407	-0.439727	0.202563	0.591855	-1.414840	-2.174340	-0.995837	0.967180	1.716407	-0.922985	-1.216725	1.534746	-0.565427	-0.371791	1.459134	1.294701	0.934066	-1.711471	-1.258455	1.120508	0.317890	-0.777735	-0.344559	1.110985	1.527610	-0.005973	-0.686918	-0.275493	1.343066	1.323533	0.194255	-0.529490	1.082765	1.622945	-1.453507	-0.232432	1.155959	0.073672	-0.488586	0.185188	0.370704	-1.126837	0.090795	0.367334	-0.490845	-0.779488	-0.537888	-0.970913	0.850621	-0.983640	0.189043	-0.374199	-0.706184	1.371328	-0.130783	-0.669399	-0.765119	0.339065	0.826588	1.270755	-0.167656	-0.227731	0.130954	0.167125	-0.772057	1.462412	0.022222	0.534740	0.424455	0.403933	-1.004097	-0.006400	2.280744	1.587169	0.157008	-0.366864	-2.217780	-0.497336	-0.078419	-0.317316	-0.247682	0.622431	-1.000356	0.272652	-0.110259	-0.882304	1.674105	0.747810	-0.786400	0.517251	-1.389462	-0.663479	1.327570	0.351515
6.585	9.763	0.611278	-0.266052	0.936405	-1.688956	-0.667475	-0.096951	0.547729	-0.324999	-1.784061	-1.924478	-0.068093	-0.477776	-0.909977	-1.077271	0.133776	1.302261	0.133860	1.315603	-0.373992	0.443442	1.352039	-0.157875	0.025972	-0.374484	0.592506	0.902272	0.351280	-0.229442	-1.499724	-0.048430	-0.191954	0.235996	0.116792	1.572408	-0.696410	-1.575263	-1.142535	-0.633623	1.082007	-1.297243	-1.163802	0.413906	0.849306	-1.549239	-1.772055	-0.786537	0.657362	0.143227	-0.749974	0.739430	0.124305	-0.107596	-1.614349	-0.770519	1.956928	-0.336293	-0.956794	-0.382251	0.119085	0.883344	0.621085	-0.676596	1.271577	0.814688	-0.445134	-0.128198	0.600669	1.074703	-1.518668	0.070450	-0.031125	-0.570634	-0.575801	1.054376	0.534678	2.106635	-0.569793	0.137134	0.309700	0.896084	1.358413	0.093612	-1.094775	-0.710878	0.142728	1.122762	-1.446406	-1.170003	0.757153	-1.293627	-1.125023	1.136537	-0.221322	-0.297812	1.368294	-1.062977	-1.263985	1.629213	0.233322	0.679705	-0.311084	-0.106598	-0.703766	0.318120	0.831373	0.195982	1.060907	0.662396	-1.048442	-0.144744	-0.448395	0.753434	0.461587	0.127383	1.013589	-1.865680	-0.603130	-0.518287	0.251734	0.552810	-0.001308	-1.314960	0.406772	0.128062	-1.468714	-0.295402	0.374025	1.653209	-1.089071	0.790120	-1.076474	-1.270608	-1.211591	0.605014	0.129893	-0.314689	0.457832	0.040821	0.110519	-0.303526	-1.027547	1.691307	1.400432	1.590159
